umap1,umap2,metric,quartile
18.610401,8.269633,0.0,0
0.991027,5.9667306,0.055,1
-1.0207291,-0.6108346,0.025,1
2.3172772,-6.639043,0.09,2
-1.8379978,5.6500793,0.086,2
-1.4639231,2.1407688,0.078,2
1.2825888,-7.0374722,0.054,1
-2.7596154,-1.161173,0.021,1
0.7936912,-3.436281,-0.129,0
-3.8057048,6.968042,0.044,1
-1.0633914,6.486711,0.078,2
18.391579,7.9575286,0.0,0
-0.93196553,5.843495,0.066,2
18.67855,8.149608,0.0,0
-0.287888,-7.0589776,-0.022,0
18.73506,8.210541,0.0,0
2.0828762,5.213371,0.166,3
18.55357,8.145131,0.0,0
0.66930646,-6.278447,-0.015,0
18.567762,8.266467,0.0,0
18.509962,8.080909,0.0,0
18.628527,8.1570835,0.0,0
-3.4302647,3.4457655,0.033,1
18.509165,8.0328245,0.0,0
18.63643,8.242354,0.0,0
-0.037449684,-6.5999484,0.058,1
-0.7935297,13.96488,0.19,3
18.620468,7.927682,0.0,0
0.5425386,11.252518,0.1,3
0.16902108,7.8218193,0.095,2
-0.7439156,7.457159,0.039,1
-1.4844323,5.800128,0.022,1
-0.34625906,13.099378,0.105,3
-3.6668234,5.1349573,0.052,1
-1.358288,7.0399365,0.073,2
0.028961666,14.6413145,0.075,2
1.1040397,8.040464,0.094,2
-3.339702,10.634984,0.063,2
2.612005,-6.3398466,0.074,2
1.3327229,6.366812,0.101,3
-2.5951006,3.5026655,0.048,1
-1.9899648,-0.26544964,-0.021,0
-3.448678,1.9640595,0.042,1
-0.5664767,13.160221,0.114,3
-1.0683472,10.180601,0.056,1
-0.7995374,10.994527,0.076,2
0.99729073,8.867931,0.091,2
-3.3461819,7.268544,0.08,2
-1.6549854,10.821088,0.089,2
-3.5257602,-1.7460527,0.069,2
-2.1273441,10.06832,0.032,1
0.51004416,-5.471988,-0.043,0
1.6931384,5.692464,0.095,2
1.0644646,-6.8208375,0.101,3
-0.9366351,6.1219373,0.084,2
0.32785726,-0.6668903,0.027,1
0.885642,5.8309116,0.074,2
-3.9912462,8.831795,0.052,1
-2.784819,-0.51293474,0.012,1
-0.7126449,1.6172829,0.01,1
-4.160261,5.4617124,0.087,2
-0.6498314,0.81461203,0.03,1
-1.3851445,-2.7298884,-0.033,0
0.83755016,-4.8115187,0.046,1
-2.771915,10.19001,0.077,2
