umap1,umap2,metric,quartile
-0.60224,13.241775,63.5,3
-1.7285131,12.758978,69.1,3
-3.2769887,11.69519,32.3,3
1.8286273,12.17385,94.4,3
-1.7963647,8.921042,26.0,3
-1.5765896,14.068624,56.3,3
0.5826846,12.721571,79.3,3
0.0067347456,15.15778,149.6,3
-2.440646,12.567148,28.4,3
-2.0254343,14.089279,41.6,3
-0.5201812,14.921536,120.2,3
-0.021478208,14.21276,83.7,3
-2.9862108,12.448145,29.9,3
-1.7134457,9.996109,27.5,3
-0.9106077,15.014448,56.4,3
-3.0269399,12.392156,42.1,3
-1.9568166,14.130794,52.4,3
-2.3035462,13.27458,49.9,3
0.530538,10.713855,58.9,3
-2.153466,8.962235,29.5,3
-1.7655797,8.822377,24.9,3
-2.1415176,8.837284,25.8,3
-3.4978218,8.221957,24.3,3
-3.2854745,9.829007,34.5,3
-1.4747143,10.933913,49.1,3
-2.3456264,11.606238,35.3,3
-1.5459244,14.609857,44.1,3
0.7006929,10.573384,60.2,3
0.58103085,12.483106,46.8,3
1.2293001,9.909688,50.4,3
-0.38693362,10.367813,27.6,3
-1.4203249,12.689908,60.1,3
-0.109230734,12.79318,76.6,3
1.0596889,8.914941,43.3,3
-1.8981878,9.303813,31.9,3
-1.8546187,13.289757,46.1,3
-1.589989,8.03232,26.2,3
0.093015306,9.954304,52.0,3
-1.516243,13.406494,72.0,3
0.36982524,10.636443,52.8,3
0.56776434,10.538322,47.6,3
0.31400913,11.053884,67.4,3
1.0133985,8.917903,29.4,3
-1.1980102,13.972952,59.6,3
-1.4442333,11.857257,48.5,3
-2.2703094,10.398375,26.0,3
-0.7503224,10.634289,27.1,3
-1.0431693,10.965694,36.4,3
-1.1415408,11.517809,83.3,3
0.8113248,12.704248,58.9,3
-0.18394296,12.364401,58.4,3
-0.64610445,8.548566,38.8,3
-2.63676,12.6010475,33.5,3
-3.2623746,11.703212,28.7,3
-1.3397549,12.797594,93.6,3
-2.0466607,10.842878,33.0,3
-3.2154617,9.252972,28.9,3
-2.635793,11.956975,45.3,3
0.66070724,12.315598,91.3,3
-1.4105836,12.896617,48.8,3
-0.88559365,14.453984,94.1,3
-0.7648034,11.878754,44.8,3
-2.2230139,10.465457,23.4,3
1.6764898,12.026047,67.7,3
-2.7524827,8.915735,26.8,3
-1.7054058,8.545276,23.0,3
-2.1456594,11.252763,30.5,3
-1.1953074,10.606956,40.2,3
-1.8607366,12.949389,52.7,3
-1.4042743,12.544061,50.6,3
-2.2175064,11.15351,26.0,3
-2.627722,10.953764,25.1,3
-2.2844381,8.647349,36.0,3
-0.8722275,8.053519,32.1,3
-1.6344825,8.5309515,21.6,3
-0.42531937,7.4474154,28.3,3
-1.8790935,10.847414,34.6,3
-1.9170272,11.786463,40.3,3
1.184524,9.606581,56.0,3
-1.7105063,9.777498,35.3,3
0.41087797,12.610907,87.5,3
-2.7196004,12.3470745,23.4,3
-1.7352707,8.860771,30.7,3
1.1251166,9.332111,44.2,3
-2.4841259,10.695441,25.8,3
1.3765512,10.197605,86.6,3
-1.5455136,11.5584545,24.0,3
-2.7987027,9.430614,43.7,3
-1.7168441,9.857172,28.8,3
-3.4792871,11.296418,29.5,3
-0.43524775,11.148731,31.4,3
-2.4100409,11.314166,23.7,3
-0.95018655,8.206962,23.3,3
1.1158803,8.69442,52.9,3
-3.0373507,7.8847656,27.0,3
-4.003835,9.446423,22.5,3
-2.2119985,9.130337,28.1,3
-0.0010410977,12.267222,79.6,3
-1.791973,7.5470243,38.0,3
-2.3369765,11.1465,21.7,3
